facility_code,facility_name,facility_type,zone,municipality,district,latitude,longitude,source_dataset,bus_status,solver_ready,bus_id,voltage_kv,topology_role,voltage_level_status,notes
0509S5003300,SERTÃ,SE_AT,Beira Baixa,Sertã,Castelo Branco,39.8012759989275,-8.09078263269088,se-at_2025,candidate,False,0509S5003300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0511S5011400,VILA VELHA DE RODÃO,SE_AT,Beira Baixa,Vila Velha de Ródão,Castelo Branco,39.6738761225107,-7.67264755366708,se-at_2025,candidate,False,0511S5011400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0511S5011400,VILA VELHA DE RODÃO,SE_AT,Beira Baixa,Vila Velha de Ródão,Castelo Branco,39.6738761225107,-7.67264755366708,se-at_2025,candidate,False,0511S5011400_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0601S5003100,FRONHAS,SE_AT,Região de Coimbra,Arganil,Coimbra,40.2480601949426,-8.16086477435781,se-at_2025,candidate,False,0601S5003100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0601S5003100,FRONHAS,SE_AT,Região de Coimbra,Arganil,Coimbra,40.2480601949426,-8.16086477435781,se-at_2025,candidate,False,0601S5003100_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0601S5025900,ARGANIL,SE_AT,Região de Coimbra,Arganil,Coimbra,40.2615333294384,-8.06943333044157,se-at_2025,candidate,False,0601S5025900_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0601S5025900,ARGANIL,SE_AT,Região de Coimbra,Arganil,Coimbra,40.2615333294384,-8.06943333044157,se-at_2025,candidate,False,0601S5025900_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0602P5026100,PC CANTANHEDE,PC_AT,Região de Coimbra,Cantanhede,Coimbra,40.3608311745312,-8.61672800180151,pc-at_2025,candidate,False,0602P5026100_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0602S5004300,TOCHA,SE_AT,Região de Coimbra,Cantanhede,Coimbra,40.332546159571,-8.7280822579437,se-at_2025,candidate,False,0602S5004300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0602S5004300,TOCHA,SE_AT,Região de Coimbra,Cantanhede,Coimbra,40.332546159571,-8.7280822579437,se-at_2025,candidate,False,0602S5004300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0602S5005900,CANTANHEDE,SE_AT,Região de Coimbra,Cantanhede,Coimbra,40.3489881915674,-8.58426601756492,se-at_2025,candidate,False,0602S5005900_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0602S5005900,CANTANHEDE,SE_AT,Região de Coimbra,Cantanhede,Coimbra,40.3489881915674,-8.58426601756492,se-at_2025,candidate,False,0602S5005900_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5005100,ALEGRIA,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2045146919752,-8.42449283627059,se-at_2025,candidate,False,0603S5005100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5005100,ALEGRIA,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2045146919752,-8.42449283627059,se-at_2025,candidate,False,0603S5005100_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5005200,RELVINHA,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2340158626633,-8.43925500646498,se-at_2025,candidate,False,0603S5005200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5005200,RELVINHA,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2340158626633,-8.43925500646498,se-at_2025,candidate,False,0603S5005200_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5005300,ALTO DE SÃO JOÃO,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.1933056641091,-8.40058055013199,se-at_2025,candidate,False,0603S5005300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5005300,ALTO DE SÃO JOÃO,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.1933056641091,-8.40058055013199,se-at_2025,candidate,False,0603S5005300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5006100,TAVEIRO,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.197154410492,-8.50829225612141,se-at_2025,candidate,False,0603S5006100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5006100,TAVEIRO,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.197154410492,-8.50829225612141,se-at_2025,candidate,False,0603S5006100_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5006400,CORRENTE,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2281040032568,-8.39629141547915,se-at_2025,candidate,False,0603S5006400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5006400,CORRENTE,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.2281040032568,-8.39629141547915,se-at_2025,candidate,False,0603S5006400_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0603S5022800,ANTANHOL,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.1797699302467,-8.46401484344241,se-at_2025,candidate,False,0603S5022800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0603S5022800,ANTANHOL,SE_AT,Região de Coimbra,Coimbra,Coimbra,40.1797699302467,-8.46401484344241,se-at_2025,candidate,False,0603S5022800_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0604S5005400,CONDEIXA,SE_AT,Região de Coimbra,Condeixa-a-Nova,Coimbra,40.1049177787488,-8.48879773245323,se-at_2025,candidate,False,0604S5005400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0604S5005400,CONDEIXA,SE_AT,Região de Coimbra,Condeixa-a-Nova,Coimbra,40.1049177787488,-8.48879773245323,se-at_2025,candidate,False,0604S5005400_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0605P5020300,CARVALHAIS,PC_AT,Região de Coimbra,Figueira da Foz,Coimbra,40.0670470123458,-8.84980635957025,pc-at_2025,candidate,False,0605P5020300_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0605S5005600,VILA ROBIM,SE_AT,Região de Coimbra,Figueira da Foz,Coimbra,40.1605833220172,-8.84120491345567,se-at_2025,candidate,False,0605S5005600_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0605S5005600,VILA ROBIM,SE_AT,Região de Coimbra,Figueira da Foz,Coimbra,40.1605833220172,-8.84120491345567,se-at_2025,candidate,False,0605S5005600_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0605S5005800,GALA,SE_AT,Região de Coimbra,Figueira da Foz,Coimbra,40.1180180418741,-8.84770941860087,se-at_2025,candidate,False,0605S5005800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0605S5005800,GALA,SE_AT,Região de Coimbra,Figueira da Foz,Coimbra,40.1180180418741,-8.84770941860087,se-at_2025,candidate,False,0605S5005800_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0606P5020600,MALHADAS,PC_AT,Região de Coimbra,Góis,Coimbra,40.0870724934242,-8.06667152545792,pc-at_2025,candidate,False,0606P5020600_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0606P5020700,CADAFAZ,PC_AT,Região de Coimbra,Góis,Coimbra,40.1032553982211,-8.04602083068256,pc-at_2025,candidate,False,0606P5020700_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0607S5003400,LOUSÃ,SE_AT,Região de Coimbra,Lousã,Coimbra,40.1201515894044,-8.24568592660392,se-at_2025,candidate,False,0607S5003400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0607S5003400,LOUSÃ,SE_AT,Região de Coimbra,Lousã,Coimbra,40.1201515894044,-8.24568592660392,se-at_2025,candidate,False,0607S5003400_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0608S5006500,MIRA,SE_AT,Região de Coimbra,Mira,Coimbra,40.4275322143576,-8.72258216761928,se-at_2025,candidate,False,0608S5006500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0608S5006500,MIRA,SE_AT,Região de Coimbra,Mira,Coimbra,40.4275322143576,-8.72258216761928,se-at_2025,candidate,False,0608S5006500_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0609P5021200,VILA NOVA,PC_AT,Região de Coimbra,Miranda do Corvo,Coimbra,40.0444686818246,-8.28291089102232,pc-at_2025,candidate,False,0609P5021200_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0609S5004700,MIRANDA DO CORVO,SE_AT,Região de Coimbra,Miranda do Corvo,Coimbra,40.0953021637976,-8.31774311482509,se-at_2025,candidate,False,0609S5004700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0609S5004700,MIRANDA DO CORVO,SE_AT,Região de Coimbra,Miranda do Corvo,Coimbra,40.0953021637976,-8.31774311482509,se-at_2025,candidate,False,0609S5004700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0611S5000300,OLIVEIRA DO HOSPITAL,SE_AT,Região de Coimbra,Oliveira do Hospital,Coimbra,40.3682071300528,-7.86236107473726,se-at_2025,candidate,False,0611S5000300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0611S5000300,OLIVEIRA DO HOSPITAL,SE_AT,Região de Coimbra,Oliveira do Hospital,Coimbra,40.3682071300528,-7.86236107473726,se-at_2025,candidate,False,0611S5000300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0612S5003700,SANTA LUZIA,SE_AT,Região de Coimbra,Pampilhosa da Serra,Coimbra,40.079692690655,-7.81866963098831,se-at_2025,candidate,False,0612S5003700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0612S5003700,SANTA LUZIA,SE_AT,Região de Coimbra,Pampilhosa da Serra,Coimbra,40.079692690655,-7.81866963098831,se-at_2025,candidate,False,0612S5003700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0613P5020800,PENACOVA,PC_AT,Região de Coimbra,Penacova,Coimbra,40.2975403437201,-8.24860600671793,pc-at_2025,candidate,False,0613P5020800_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0613S5003800,AGUIEIRA,SE_AT,Região de Coimbra,Penacova,Coimbra,40.3364688332381,-8.19708840151497,se-at_2025,candidate,False,0613S5003800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0613S5003800,AGUIEIRA,SE_AT,Região de Coimbra,Penacova,Coimbra,40.3364688332381,-8.19708840151497,se-at_2025,candidate,False,0613S5003800_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0615S5006300,ALFARELOS,SE_AT,Região de Coimbra,Soure,Coimbra,40.1559657797208,-8.6387034538877,se-at_2025,candidate,False,0615S5006300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0615S5006300,ALFARELOS,SE_AT,Região de Coimbra,Soure,Coimbra,40.1559657797208,-8.6387034538877,se-at_2025,candidate,False,0615S5006300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0615S5010500,SOURE,SE_AT,Região de Coimbra,Soure,Coimbra,40.0438220458298,-8.63252320413105,se-at_2025,candidate,False,0615S5010500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0615S5010500,SOURE,SE_AT,Região de Coimbra,Soure,Coimbra,40.0438220458298,-8.63252320413105,se-at_2025,candidate,False,0615S5010500_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0616S5003500,CANDOSA,SE_AT,Região de Coimbra,Tábua,Coimbra,40.329605384036,-7.94789334187807,se-at_2025,candidate,False,0616S5003500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0616S5003500,CANDOSA,SE_AT,Região de Coimbra,Tábua,Coimbra,40.329605384036,-7.94789334187807,se-at_2025,candidate,False,0616S5003500_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0701S5042100,TERENA,SE_AT,Alentejo Central,Alandroal,Évora,38.6294910943099,-7.40445524934885,se-at_2025,candidate,False,0701S5042100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0701S5042100,TERENA,SE_AT,Alentejo Central,Alandroal,Évora,38.6294910943099,-7.40445524934885,se-at_2025,candidate,False,0701S5042100_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30/. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0702S5040700,CERÂMICA,SE_AT,Alentejo Central,Arraiolos,Évora,38.741573531386,-7.95003702249888,se-at_2025,candidate,False,0702S5040700_60,15.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0702S5040700,CERÂMICA,SE_AT,Alentejo Central,Arraiolos,Évora,38.741573531386,-7.95003702249888,se-at_2025,candidate,False,0702S5040700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0703S5040900,BORBA,SE_AT,Alentejo Central,Borba,Évora,38.7925168185332,-7.46669169837766,se-at_2025,candidate,False,0703S5040900_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0703S5040900,BORBA,SE_AT,Alentejo Central,Borba,Évora,38.7925168185332,-7.46669169837766,se-at_2025,candidate,False,0703S5040900_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0704S5041600,ESTREMOZ,SE_AT,Alentejo Central,Estremoz,Évora,38.8507017914552,-7.59424104788954,se-at_2025,candidate,False,0704S5041600_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0704S5041600,ESTREMOZ,SE_AT,Alentejo Central,Estremoz,Évora,38.8507017914552,-7.59424104788954,se-at_2025,candidate,False,0704S5041600_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30/. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0705P5906700,ÉVORA SUL,PC_AT,Alentejo Central,Évora,Évora,38.5323587568042,-7.9179995035669,pc-at_2025,candidate,False,0705P5906700_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0705P5906800,VALE DE MOURA,PC_AT,Alentejo Central,Évora,Évora,38.5177747194272,-7.82791724158564,pc-at_2025,candidate,False,0705P5906800_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0705S5042000,ÉVORA,SE_AT,Alentejo Central,Évora,Évora,38.5762795445438,-7.90598573606607,se-at_2025,candidate,False,0705S5042000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0705S5042000,ÉVORA,SE_AT,Alentejo Central,Évora,Évora,38.5762795445438,-7.90598573606607,se-at_2025,candidate,False,0705S5042000_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0705S5042200,CAEIRA,SE_AT,Alentejo Central,Évora,Évora,38.5550850952521,-7.88229623639541,se-at_2025,candidate,False,0705S5042200_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0705S5042200,CAEIRA,SE_AT,Alentejo Central,Évora,Évora,38.5550850952521,-7.88229623639541,se-at_2025,candidate,False,0705S5042200_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0706S5041300,MONTEMOR,SE_AT,Alentejo Central,Montemor-o-Novo,Évora,38.6450090764669,-8.20047752401494,se-at_2025,candidate,False,0706S5041300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0706S5041300,MONTEMOR,SE_AT,Alentejo Central,Montemor-o-Novo,Évora,38.6450090764669,-8.20047752401494,se-at_2025,candidate,False,0706S5041300_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30/. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0709P5902800,ÁLAMOS,PC_AT,Alentejo Central,Portel,Évora,38.3354835718763,-7.57427345538523,pc-at_2025,candidate,False,0709P5902800_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0711S5042400,REGUENGOS DE MONSARAZ,SE_AT,Alentejo Central,Reguengos de Monsaraz,Évora,38.4455098373635,-7.53062520171291,se-at_2025,candidate,False,0711S5042400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0711S5042400,REGUENGOS DE MONSARAZ,SE_AT,Alentejo Central,Reguengos de Monsaraz,Évora,38.4455098373635,-7.53062520171291,se-at_2025,candidate,False,0711S5042400_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30/. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0712S5042500,VENDAS NOVAS,SE_AT,Alentejo Central,Vendas Novas,Évora,38.6723031595959,-8.44766656854912,se-at_2025,candidate,False,0712S5042500_60,15.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0712S5042500,VENDAS NOVAS,SE_AT,Alentejo Central,Vendas Novas,Évora,38.6723031595959,-8.44766656854912,se-at_2025,candidate,False,0712S5042500_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0713S5900400,VIANA DO ALENTEJO,SE_AT,Alentejo Central,Viana do Alentejo,Évora,38.3300482672205,-7.97698525610707,se-at_2025,candidate,False,0713S5900400_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0713S5900400,VIANA DO ALENTEJO,SE_AT,Alentejo Central,Viana do Alentejo,Évora,38.3300482672205,-7.97698525610707,se-at_2025,candidate,False,0713S5900400_30,30.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/30. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0714S5042700,VILA VIÇOSA,SE_AT,Alentejo Central,Vila Viçosa,Évora,38.7720136194143,-7.42599714895115,se-at_2025,candidate,False,0714S5042700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0714S5042700,VILA VIÇOSA,SE_AT,Alentejo Central,Vila Viçosa,Évora,38.7720136194143,-7.42599714895115,se-at_2025,candidate,False,0714S5042700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0801P5906200,PADERNE,PC_AT,Algarve,Albufeira,Faro,37.1488176105362,-8.21041502163054,pc-at_2025,candidate,False,0801P5906200_60,60.0,posto_de_corte,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0801S5063000,ALBUFEIRA,SE_AT,Algarve,Albufeira,Faro,37.0958818398098,-8.24974575735014,se-at_2025,candidate,False,0801S5063000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0801S5063000,ALBUFEIRA,SE_AT,Algarve,Albufeira,Faro,37.0958818398098,-8.24974575735014,se-at_2025,candidate,False,0801S5063000_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0801S5900800,MONTECHORO,SE_AT,Algarve,Albufeira,Faro,37.1113466403544,-8.22268082021932,se-at_2025,candidate,False,0801S5900800_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0801S5900800,MONTECHORO,SE_AT,Algarve,Albufeira,Faro,37.1113466403544,-8.22268082021932,se-at_2025,candidate,False,0801S5900800_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0803S5062700,ALJEZUR,SE_AT,Algarve,Aljezur,Faro,37.3274334693086,-8.7931447631277,se-at_2025,candidate,False,0803S5062700_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0803S5062700,ALJEZUR,SE_AT,Algarve,Aljezur,Faro,37.3274334693086,-8.7931447631277,se-at_2025,candidate,False,0803S5062700_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0803S5904000,POLDRA,SE_AT,Algarve,Aljezur,Faro,37.212234882542,-8.77901244728105,se-at_2025,candidate,False,0803S5904000_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0803S5904000,POLDRA,SE_AT,Algarve,Aljezur,Faro,37.212234882542,-8.77901244728105,se-at_2025,candidate,False,0803S5904000_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0804S5060600,ALDEIA NOVA,SE_AT,Algarve,Castro Marim,Faro,37.1844431989181,-7.47281821458305,se-at_2025,candidate,False,0804S5060600_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0804S5060600,ALDEIA NOVA,SE_AT,Algarve,Castro Marim,Faro,37.1844431989181,-7.47281821458305,se-at_2025,candidate,False,0804S5060600_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0804S5062300,CASTRO MARIM,SE_AT,Algarve,Castro Marim,Faro,37.2604627073843,-7.47888826129034,se-at_2025,candidate,False,0804S5062300_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0804S5062300,CASTRO MARIM,SE_AT,Algarve,Castro Marim,Faro,37.2604627073843,-7.47888826129034,se-at_2025,candidate,False,0804S5062300_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0805S5060100,BRACIAIS,SE_AT,Algarve,Faro,Faro,37.0600097383888,-7.94586956747978,se-at_2025,candidate,False,0805S5060100_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0805S5060100,BRACIAIS,SE_AT,Algarve,Faro,Faro,37.0600097383888,-7.94586956747978,se-at_2025,candidate,False,0805S5060100_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0805S5062500,TORRE NATAL,SE_AT,Algarve,Faro,Faro,37.038265998869,-7.90421596380011,se-at_2025,candidate,False,0805S5062500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0805S5062500,TORRE NATAL,SE_AT,Algarve,Faro,Faro,37.038265998869,-7.90421596380011,se-at_2025,candidate,False,0805S5062500_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
0805S5063500,FARO,SE_AT,Algarve,Faro,Faro,37.0278072762541,-7.94115490020157,se-at_2025,candidate,False,0805S5063500_60,60.0,AT_substation,direct,"AT-side candidate bus. Not solver-ready until full electrical parameters, slack, and voltage-control assumptions are available."
0805S5063500,FARO,SE_AT,Algarve,Faro,Faro,37.0278072762541,-7.94115490020157,se-at_2025,candidate,False,0805S5063500_15,15.0,transformer_node,derived,MT-side candidate bus derived from transformation_ratio=60/15. Not solver-ready until transformer unit and R/X/tap assumptions are resolved.
