dataset_version,relative_path,file_group,file_format,field_name,field_scope,description,inferred_type,logical_type,unit,nullable,null_count,null_rate,missing_values_observed,example_values,allowed_values_observed,key_role,join_target,semantic_status,source_or_derivation,public_release_status
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,merge_mode,csv_column,Circuit-segment merge strategy.,string,string,not_applicable,False,0,0.0,[],"[""geometry-only"", ""voltage-aware"", ""voltage-status-aware""]","[""geometry-only"", ""voltage-aware"", ""voltage-status-aware""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,raw_line_features,csv_column,Release field `raw_line_features` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,count,False,0,0.0,[],"[""5334""]","[""5334""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,merged_circuits,csv_column,Release field `merged_circuits` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""1341"", ""1342"", ""1224""]","[""1224"", ""1234"", ""127"", ""1341"", ""1342"", ""151"", ""201"", ""439"", ""513"", ""79"", ""80"", ""886"", ""950""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,reduction_percentage,csv_column,"Unitless score, ratio, coverage, percentage, or audit metric `reduction_percentage`; interpret according to the file-level method documentation.",number,ratio_or_score,unitless,False,0,0.0,[],"[""74.8594"", ""74.8406"", ""77.0529""]","[""74.8406"", ""74.8594"", ""76.8654"", ""77.0529"", ""82.1897"", ""83.3896"", ""90.3825"", ""91.7698"", ""96.2317"", ""97.1691"", ""97.619"", ""98.5002"", ""98.5189""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,inter_facility_circuits,csv_column,Release field `inter_facility_circuits` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""181"", ""158"", ""102""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,self_loops,csv_column,Release field `self_loops` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""37"", ""16"", ""20""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,single_facility,csv_column,Release field `single_facility` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""570"", ""476"", ""484""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,isolated,csv_column,Release field `isolated` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,latitude_degrees,decimal_degrees,False,0,0.0,[],"[""427"", ""429"", ""402""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,tap_multi_terminal,csv_column,Release field `tap_multi_terminal` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""110"", ""123"", ""129""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,ambiguous,csv_column,Release field `ambiguous` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""11"", ""10"", ""18""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,loop,csv_column,Release field `loop` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""5"", ""10"", ""26""]","[""10"", ""14"", ""25"", ""26"", ""30"", ""33"", ""37"", ""38"", ""43"", ""5""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,clean_branch_count,csv_column,Release field `clean_branch_count` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,count,False,0,0.0,[],"[""181"", ""158"", ""102""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,graph_nodes,csv_column,Release field `graph_nodes` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""232"", ""210"", ""156""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,graph_edges,csv_column,Release field `graph_edges` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""181"", ""158"", ""102""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,connected_components,csv_column,Release field `connected_components` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""64"", ""60"", ""57""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,largest_component_size,csv_column,Release field `largest_component_size` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""15"", ""14"", ""6""]","[""10"", ""11"", ""14"", ""15"", ""16"", ""19"", ""2"", ""25"", ""26"", ""27"", ""53"", ""6"", ""7"", ""9""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,isolated_nodes,csv_column,Release field `isolated_nodes` from `core_topology/at_paper_logic_parameter_sweep.csv`.,boolean,latitude_degrees,decimal_degrees,False,0,0.0,[],"[""0""]","[""0""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,mixed_voltage_circuits,csv_column,Release field `mixed_voltage_circuits` from `core_topology/at_paper_logic_parameter_sweep.csv`.,boolean,voltage,kV or V as encoded by field; see field description,False,0,0.0,[],"[""0"", ""1""]","[""0"", ""1""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,mixed_status_circuits,csv_column,Release field `mixed_status_circuits` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""1"", ""0"", ""9""]","[""0"", ""1"", ""3"", ""37"", ""4"", ""40"", ""7"", ""9""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,suspicious_matches,csv_column,Release field `suspicious_matches` from `core_topology/at_paper_logic_parameter_sweep.csv`.,integer,integer,not_applicable,False,0,0.0,[],"[""10"", ""9"", ""5""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,strategy_score,csv_column,"Unitless score, ratio, coverage, percentage, or audit metric `strategy_score`; interpret according to the file-level method documentation.",integer,ratio_or_score,unitless,False,0,0.0,[],"[""17790"", ""17850"", ""15060""]",,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,recommended_yes_no,csv_column,Release field `recommended_yes_no` from `core_topology/at_paper_logic_parameter_sweep.csv`.,string,string,not_applicable,False,0,0.0,[],"[""no"", ""yes""]","[""no"", ""yes""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_parameter_sweep.csv,core_topology,csv,reason,csv_column,Release field `reason` from `core_topology/at_paper_logic_parameter_sweep.csv`.,string,string,not_applicable,False,0,0.0,[],"[""no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping"", ""moderate facility buffer"", ""no mixed-voltage circuits; moderate facility buffer""]","[""higher ambiguity or weak graph structure"", ""moderate facility buffer"", ""no mixed-voltage circuits"", ""no mixed-voltage circuits; conservative endpoint snapping"", ""no mixed-voltage circuits; moderate facility buffer"", ""no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary,json_pointer,Release field `$.classification_summary` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<array len=7>""]","[""<array len=7>""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary[*].circuit_count,json_pointer,Release field `$.classification_summary[*].circuit_count` from `core_topology/at_paper_logic_summary.json`.,integer,integer,count,False,0,0.0,[],"[""61"", ""358"", ""215""]","[""101"", ""106"", ""215"", ""358"", ""496"", ""5"", ""61""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary[*].classification,json_pointer,Release field `$.classification_summary[*].classification` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""ambiguous"", ""inter-facility"", ""isolated""]","[""ambiguous"", ""inter-facility"", ""isolated"", ""loop"", ""self-loop"", ""single-facility"", ""tap / multi-terminal""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary[*].original_segments_represented,json_pointer,Release field `$.classification_summary[*].original_segments_represented` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""332"", ""1815"", ""435""]","[""104"", ""17"", ""1815"", ""1816"", ""332"", ""435"", ""815""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary[*].percentage_of_all_circuits,json_pointer,"Unitless score, ratio, coverage, percentage, or audit metric `$.classification_summary[*].percentage_of_all_circuits`; interpret according to the file-level method documentation.",number,ratio_or_score,unitless,False,0,0.0,[],"[""4.5455"", ""26.6766"", ""16.0209""]","[""0.3726"", ""16.0209"", ""26.6766"", ""36.9598"", ""4.5455"", ""7.5261"", ""7.8987""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.classification_summary[*].total_length_km,json_pointer,Distance or length measurement field `$.classification_summary[*].total_length_km`.,number,distance_km,km,False,0,0.0,[],"[""430.333338"", ""3588.381067"", ""845.010552""]","[""1506.954423"", ""2.289588"", ""2.692307"", ""3426.739679"", ""3588.381067"", ""430.333338"", ""845.010552""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.b,json_pointer,Release field `$.electrical_parameters.b` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.r,json_pointer,Release field `$.electrical_parameters.r` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.tap_settings,json_pointer,Release field `$.electrical_parameters.tap_settings` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.thermal_limit,json_pointer,Release field `$.electrical_parameters.thermal_limit` from `core_topology/at_paper_logic_summary.json`.,string,string,not_estimated_or_source_encoded,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.transformer_impedance,json_pointer,Release field `$.electrical_parameters.transformer_impedance` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.electrical_parameters.x,json_pointer,Release field `$.electrical_parameters.x` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,True,1,0.01,"[""MISSING_NOT_ESTIMATED""]",[],,none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.generated_at,json_pointer,Release field `$.generated_at` from `core_topology/at_paper_logic_summary.json`.,string,datetime_or_date,not_applicable,False,0,0.0,[],"[""2026-07-06T15:55:26+00:00""]","[""2026-07-06T15:55:26+00:00""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.component_size_distribution,json_pointer,Release field `$.graph_statistics.component_size_distribution` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<array len=170>""]","[""<array len=170>""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.component_size_distribution[*],json_pointer,Release field `$.graph_statistics.component_size_distribution[*]` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""53"", ""23"", ""15""]","[""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""2"", ""23"", ""3"", ""4"", ""5"", ""53"", ""6"", ""7"", ""8"", ""9""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.connected_components,json_pointer,Release field `$.graph_statistics.connected_components` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""170""]","[""170""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.0,json_pointer,Release field `$.graph_statistics.degree_distribution.0` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""109""]","[""109""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.1,json_pointer,Release field `$.graph_statistics.degree_distribution.1` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""187""]","[""187""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.10,json_pointer,Release field `$.graph_statistics.degree_distribution.10` from `core_topology/at_paper_logic_summary.json`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""1""]","[""1""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.2,json_pointer,Release field `$.graph_statistics.degree_distribution.2` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""127""]","[""127""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.3,json_pointer,Release field `$.graph_statistics.degree_distribution.3` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""44""]","[""44""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.4,json_pointer,Release field `$.graph_statistics.degree_distribution.4` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""11""]","[""11""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.5,json_pointer,Release field `$.graph_statistics.degree_distribution.5` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""2""]","[""2""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.6,json_pointer,Release field `$.graph_statistics.degree_distribution.6` from `core_topology/at_paper_logic_summary.json`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""1""]","[""1""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.8,json_pointer,Release field `$.graph_statistics.degree_distribution.8` from `core_topology/at_paper_logic_summary.json`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""1""]","[""1""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.degree_distribution.9,json_pointer,Release field `$.graph_statistics.degree_distribution.9` from `core_topology/at_paper_logic_summary.json`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""1""]","[""1""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.graph_density,json_pointer,Release field `$.graph_statistics.graph_density` from `core_topology/at_paper_logic_summary.json`.,number,number,not_applicable,False,0,0.0,[],"[""0.00282326369282891""]","[""0.00282326369282891""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.isolated_facility_nodes,json_pointer,Release field `$.graph_statistics.isolated_facility_nodes` from `core_topology/at_paper_logic_summary.json`.,integer,latitude_degrees,decimal_degrees,False,0,0.0,[],"[""109""]","[""109""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.largest_connected_component_size,json_pointer,Release field `$.graph_statistics.largest_connected_component_size` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""53""]","[""53""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.number_of_graph_edges,json_pointer,Release field `$.graph_statistics.number_of_graph_edges` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""358""]","[""358""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.number_of_graph_nodes,json_pointer,Release field `$.graph_statistics.number_of_graph_nodes` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""484""]","[""484""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.parallel_edges,json_pointer,Release field `$.graph_statistics.parallel_edges` from `core_topology/at_paper_logic_summary.json`.,integer,integer,not_applicable,False,0,0.0,[],"[""28""]","[""28""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.graph_statistics.self_loops,json_pointer,Release field `$.graph_statistics.self_loops` from `core_topology/at_paper_logic_summary.json`.,boolean,boolean,not_applicable,False,0,0.0,[],"[""0""]","[""0""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.circuit_classification,json_pointer,Release field `$.outputs.circuit_classification` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_circuit_classification.csv""]","[""<PROJECT_ROOT>/data/processed/at_circuit_classification.csv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.endpoint_index,json_pointer,Release field `$.outputs.endpoint_index` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_endpoint_index.csv""]","[""<PROJECT_ROOT>/data/processed/at_endpoint_index.csv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.facility_footprints,json_pointer,Release field `$.outputs.facility_footprints` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_facility_footprints.geojson""]","[""<PROJECT_ROOT>/data/processed/at_facility_footprints.geojson""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.graph,json_pointer,Release field `$.outputs.graph` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_paper_logic_graph.graphml""]","[""<PROJECT_ROOT>/data/processed/at_paper_logic_graph.graphml""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.interfacility_candidate_branches,json_pointer,Release field `$.outputs.interfacility_candidate_branches` from `core_topology/at_paper_logic_summary.json`.,string,datetime_or_date,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_interfacility_candidate_branches.csv""]","[""<PROJECT_ROOT>/data/processed/at_interfacility_candidate_branches.csv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.line_endpoints,json_pointer,Release field `$.outputs.line_endpoints` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/data/processed/at_line_endpoints.csv""]","[""<PROJECT_ROOT>/data/processed/at_line_endpoints.csv""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.maps.at_paper_logic_circuit_classification.html,json_pointer,Release field `$.outputs.maps.at_paper_logic_circuit_classification.html` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/reports/maps/at_paper_logic_circuit_classification.html""]","[""<PROJECT_ROOT>/reports/maps/at_paper_logic_circuit_classification.html""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.maps.at_paper_logic_endpoint_clusters.html,json_pointer,Release field `$.outputs.maps.at_paper_logic_endpoint_clusters.html` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/reports/maps/at_paper_logic_endpoint_clusters.html""]","[""<PROJECT_ROOT>/reports/maps/at_paper_logic_endpoint_clusters.html""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.maps.at_paper_logic_facility_footprints.html,json_pointer,Release field `$.outputs.maps.at_paper_logic_facility_footprints.html` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/reports/maps/at_paper_logic_facility_footprints.html""]","[""<PROJECT_ROOT>/reports/maps/at_paper_logic_facility_footprints.html""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
v1.0.0,core_topology/at_paper_logic_summary.json,core_topology,json,$.outputs.maps.at_paper_logic_interfacility_branches.html,json_pointer,Release field `$.outputs.maps.at_paper_logic_interfacility_branches.html` from `core_topology/at_paper_logic_summary.json`.,string,string,not_applicable,False,0,0.0,[],"[""<PROJECT_ROOT>/reports/maps/at_paper_logic_interfacility_branches.html""]","[""<PROJECT_ROOT>/reports/maps/at_paper_logic_interfacility_branches.html""]",none,,core_candidate_topology,Derived from public E-REDES source records by the frozen PT60 fail-closed reconstruction pipeline.,public
